Date,Product_Name,State,Units_Sold,Stock_On_Hand,Selling_Price,Competitor_A_Price,Competitor_B_Price
2023-05-24,Face Serum,FL,14,150,75.0,90.0,55.0
2023-05-24,Face Serum,IL,18,99,75.0,90.0,55.0
2023-05-24,Cleanser,CA,26,198,25.0,35.0,18.0
2023-05-24,Cleanser,TX,39,116,25.0,35.0,18.0
2023-05-24,Cleanser,NY,32,176,25.0,35.0,18.0
2023-05-24,Cleanser,FL,31,285,25.0,35.0,18.0
2023-05-24,Cleanser,IL,41,272,25.0,35.0,18.0
2023-05-25,Sunscreen,CA,173,466,35.0,45.0,25.0
2023-05-25,Sunscreen,TX,151,249,35.0,45.0,25.0
2023-05-25,Sunscreen,NY,65,305,35.0,45.0,25.0
2023-05-25,Sunscreen,FL,182,218,35.0,45.0,25.0
2023-05-25,Sunscreen,IL,57,293,35.0,45.0,25.0
2023-05-25,Moisturizer,CA,34,170,50.0,60.0,35.0
2023-05-25,Moisturizer,TX,28,174,50.0,60.0,35.0
2023-05-25,Moisturizer,NY,55,159,50.0,60.0,35.0
2023-05-25,Moisturizer,FL,23,110,50.0,60.0,35.0
2023-05-25,Moisturizer,IL,66,181,50.0,60.0,35.0
2023-05-25,Toner,CA,18,169,30.0,40.0,20.0
2023-05-25,Toner,TX,20,92,30.0,40.0,20.0
2023-05-25,Toner,NY,24,182,30.0,40.0,20.0
2023-05-25,Toner,FL,17,148,30.0,40.0,20.0
2023-05-25,Toner,IL,25,109,30.0,40.0,20.0
2023-05-25,Face Serum,CA,17,118,75.0,90.0,55.0
2023-05-25,Face Serum,TX,17,68,75.0,90.0,55.0
2023-05-25,Face Serum,NY,22,88,75.0,90.0,55.0
2023-05-25,Face Serum,FL,13,137,75.0,90.0,55.0
2023-05-25,Face Serum,IL,18,81,75.0,90.0,55.0
2023-05-25,Cleanser,CA,28,170,25.0,35.0,18.0
2023-05-25,Cleanser,TX,44,72,25.0,35.0,18.0
2023-05-25,Cleanser,NY,37,139,25.0,35.0,18.0
2023-05-25,Cleanser,FL,30,255,25.0,35.0,18.0
2023-05-25,Cleanser,IL,37,235,25.0,35.0,18.0
2023-05-26,Sunscreen,CA,181,285,35.0,45.0,25.0
2023-05-26,Sunscreen,TX,165,484,35.0,45.0,25.0
2023-05-26,Sunscreen,NY,68,237,35.0,45.0,25.0
2023-05-26,Sunscreen,FL,172,446,35.0,45.0,25.0
2023-05-26,Sunscreen,IL,56,237,35.0,45.0,25.0
2023-05-26,Moisturizer,CA,35,135,50.0,60.0,35.0
2023-05-26,Moisturizer,TX,32,142,50.0,60.0,35.0
2023-05-26,Moisturizer,NY,56,103,50.0,60.0,35.0
2023-05-26,Moisturizer,FL,25,85,50.0,60.0,35.0
2023-05-26,Moisturizer,IL,70,111,50.0,60.0,35.0
2023-05-26,Toner,CA,25,144,30.0,40.0,20.0
2023-05-26,Toner,TX,22,70,30.0,40.0,20.0
2023-05-26,Toner,NY,24,158,30.0,40.0,20.0
2023-05-26,Toner,FL,21,127,30.0,40.0,20.0
2023-05-26,Toner,IL,27,82,30.0,40.0,20.0
2023-05-26,Face Serum,CA,20,98,75.0,90.0,55.0
2023-05-26,Face Serum,TX,17,51,75.0,90.0,55.0
2023-05-26,Face Serum,NY,24,64,75.0,90.0,55.0
2023-05-26,Face Serum,FL,15,122,75.0,90.0,55.0
2023-05-26,Face Serum,IL,15,66,75.0,90.0,55.0
2023-05-26,Cleanser,CA,28,142,25.0,35.0,18.0
2023-05-26,Cleanser,TX,34,288,25.0,35.0,18.0
2023-05-26,Cleanser,NY,28,111,25.0,35.0,18.0
2023-05-26,Cleanser,FL,28,227,25.0,35.0,18.0
2023-05-26,Cleanser,IL,46,189,25.0,35.0,18.0
2023-05-27,Sunscreen,CA,214,471,35.0,45.0,25.0
2023-05-27,Sunscreen,TX,163,321,35.0,45.0,25.0
2023-05-27,Sunscreen,NY,73,164,35.0,45.0,25.0
2023-05-27,Sunscreen,FL,254,192,35.0,45.0,25.0
2023-05-27,Sunscreen,IL,76,161,35.0,45.0,25.0
2023-05-27,Moisturizer,CA,41,94,50.0,60.0,35.0
2023-05-27,Moisturizer,TX,41,101,50.0,60.0,35.0
2023-05-27,Moisturizer,NY,59,344,50.0,60.0,35.0
2023-05-27,Moisturizer,FL,28,357,50.0,60.0,35.0
2023-05-27,Moisturizer,IL,63,348,50.0,60.0,35.0
2023-05-27,Toner,CA,26,118,30.0,40.0,20.0
2023-05-27,Toner,TX,25,245,30.0,40.0,20.0
2023-05-27,Toner,NY,27,131,30.0,40.0,20.0
2023-05-27,Toner,FL,24,103,30.0,40.0,20.0
2023-05-27,Toner,IL,32,250,30.0,40.0,20.0
2023-05-27,Face Serum,CA,27,71,75.0,90.0,55.0
2023-05-27,Face Serum,TX,25,176,75.0,90.0,55.0
2023-05-27,Face Serum,NY,29,185,75.0,90.0,55.0
2023-05-27,Face Serum,FL,18,104,75.0,90.0,55.0
2023-05-27,Face Serum,IL,19,47,75.0,90.0,55.0
2023-05-27,Cleanser,CA,39,103,25.0,35.0,18.0
2023-05-27,Cleanser,TX,47,241,25.0,35.0,18.0
2023-05-27,Cleanser,NY,35,76,25.0,35.0,18.0
2023-05-27,Cleanser,FL,36,191,25.0,35.0,18.0
2023-05-27,Cleanser,IL,49,140,25.0,35.0,18.0
2023-05-28,Sunscreen,CA,129,342,35.0,45.0,25.33
2023-05-28,Sunscreen,TX,117,204,35.0,45.0,25.33
2023-05-28,Sunscreen,NY,44,120,35.0,45.0,25.33
2023-05-28,Sunscreen,FL,123,469,35.0,45.0,25.33
2023-05-28,Sunscreen,IL,36,125,35.0,45.0,25.33
2023-05-28,Moisturizer,CA,22,372,50.0,60.0,34.93
2023-05-28,Moisturizer,TX,24,377,50.0,60.0,34.93
2023-05-28,Moisturizer,NY,33,311,50.0,60.0,34.93
2023-05-28,Moisturizer,FL,15,342,50.0,60.0,34.93
2023-05-28,Moisturizer,IL,44,304,50.0,60.0,34.93
2023-05-28,Toner,CA,16,102,30.0,40.0,19.65
2023-05-28,Toner,TX,15,230,30.0,40.0,19.65
2023-05-28,Toner,NY,18,113,30.0,40.0,19.65
2023-05-28,Toner,FL,12,91,30.0,40.0,19.65
2023-05-28,Toner,IL,14,236,30.0,40.0,19.65
2023-05-28,Face Serum,CA,13,58,75.0,90.0,56.01
2023-05-28,Face Serum,TX,12,164,75.0,90.0,56.01
2023-05-28,Face Serum,NY,18,167,75.0,90.0,56.01
2023-05-28,Face Serum,FL,11,93,75.0,90.0,56.01
2023-05-28,Face Serum,IL,12,185,75.0,90.0,56.01
2023-05-28,Cleanser,CA,23,80,25.0,35.0,18.16
2023-05-28,Cleanser,TX,25,216,25.0,35.0,18.16
2023-05-28,Cleanser,NY,22,304,25.0,35.0,18.16
2023-05-28,Cleanser,FL,20,171,25.0,35.0,18.16
2023-05-28,Cleanser,IL,24,116,25.0,35.0,18.16
2023-05-29,Sunscreen,CA,97,245,35.0,45.0,25.0
2023-05-29,Sunscreen,TX,77,127,35.0,45.0,25.0
2023-05-29,Sunscreen,NY,30,490,35.0,45.0,25.0
2023-05-29,Sunscreen,FL,90,379,35.0,45.0,25.0
2023-05-29,Sunscreen,IL,26,499,35.0,45.0,25.0
2023-05-29,Moisturizer,CA,18,354,50.0,60.0,35.0
2023-05-29,Moisturizer,TX,17,360,50.0,60.0,35.0
2023-05-29,Moisturizer,NY,27,284,50.0,60.0,35.0
2023-05-29,Moisturizer,FL,9,333,50.0,60.0,35.0
2023-05-29,Moisturizer,IL,31,273,50.0,60.0,35.0
2023-05-29,Toner,CA,11,91,30.0,40.0,20.0
2023-05-29,Toner,TX,10,220,30.0,40.0,20.0
2023-05-29,Toner,NY,13,100,30.0,40.0,20.0
2023-05-29,Toner,FL,10,81,30.0,40.0,20.0
2023-05-29,Toner,IL,13,223,30.0,40.0,20.0
2023-05-29,Face Serum,CA,10,48,75.0,90.0,55.0
2023-05-29,Face Serum,TX,9,155,75.0,90.0,55.0
2023-05-29,Face Serum,NY,11,156,75.0,90.0,55.0
2023-05-29,Face Serum,FL,7,86,75.0,90.0,55.0
2023-05-29,Face Serum,IL,11,174,75.0,90.0,55.0
2023-05-29,Cleanser,CA,17,63,25.0,35.0,18.0
2023-05-29,Cleanser,TX,21,195,25.0,35.0,18.0
2023-05-29,Cleanser,NY,20,284,25.0,35.0,18.0
2023-05-29,Cleanser,FL,17,154,25.0,35.0,18.0
2023-05-29,Cleanser,IL,23,93,25.0,35.0,18.0
2023-05-30,Sunscreen,CA,100,145,35.0,45.31,25.0
2023-05-30,Sunscreen,TX,75,452,35.0,45.31,25.0
2023-05-30,Sunscreen,NY,29,461,35.0,45.31,25.0
2023-05-30,Sunscreen,FL,101,278,35.0,45.31,25.0
2023-05-30,Sunscreen,IL,33,466,35.0,45.31,25.0
2023-05-30,Moisturizer,CA,20,334,50.0,65.25,35.0
2023-05-30,Moisturizer,TX,17,343,50.0,65.25,35.0
2023-05-30,Moisturizer,NY,26,258,50.0,65.25,35.0
2023-05-30,Moisturizer,FL,13,320,50.0,65.25,35.0
2023-05-30,Moisturizer,IL,33,240,50.0,65.25,35.0
2023-05-30,Toner,CA,14,77,30.0,36.8,20.0
2023-05-30,Toner,TX,12,208,30.0,36.8,20.0
2023-05-30,Toner,NY,15,85,30.0,36.8,20.0
2023-05-30,Toner,FL,10,71,30.0,36.8,20.0
2023-05-30,Toner,IL,13,210,30.0,36.8,20.0
2023-05-30,Face Serum,CA,12,186,75.0,81.14,55.0
2023-05-30,Face Serum,TX,8,147,75.0,81.14,55.0
2023-05-30,Face Serum,NY,11,145,75.0,81.14,55.0
2023-05-30,Face Serum,FL,8,78,75.0,81.14,55.0
2023-05-30,Face Serum,IL,9,165,75.0,81.14,55.0
2023-05-30,Cleanser,CA,16,297,25.0,35.34,18.0
2023-05-30,Cleanser,TX,19,176,25.0,35.34,18.0
2023-05-30,Cleanser,NY,19,265,25.0,35.34,18.0
2023-05-30,Cleanser,FL,13,141,25.0,35.34,18.0
2023-05-30,Cleanser,IL,25,68,25.0,35.34,18.0
2023-05-31,Sunscreen,CA,108,437,35.0,45.0,25.0
2023-05-31,Sunscreen,TX,89,363,35.0,45.0,25.0
2023-05-31,Sunscreen,NY,36,425,35.0,45.0,25.0
2023-05-31,Sunscreen,FL,116,162,35.0,45.0,25.0
2023-05-31,Sunscreen,IL,33,433,35.0,45.0,25.0
2023-05-31,Moisturizer,CA,21,313,50.0,60.0,35.0
2023-05-31,Moisturizer,TX,17,326,50.0,60.0,35.0
2023-05-31,Moisturizer,NY,30,228,50.0,60.0,35.0
2023-05-31,Moisturizer,FL,14,306,50.0,60.0,35.0
2023-05-31,Moisturizer,IL,37,203,50.0,60.0,35.0
2023-05-31,Toner,CA,13,64,30.0,40.0,20.0
2023-05-31,Toner,TX,12,196,30.0,40.0,20.0
2023-05-31,Toner,NY,16,69,30.0,40.0,20.0
2023-05-31,Toner,FL,11,60,30.0,40.0,20.0
2023-05-31,Toner,IL,16,194,30.0,40.0,20.0
2023-05-31,Face Serum,CA,11,175,75.0,90.0,55.0
2023-05-31,Face Serum,TX,9,138,75.0,90.0,55.0
2023-05-31,Face Serum,NY,14,131,75.0,90.0,55.0
2023-05-31,Face Serum,FL,8,70,75.0,90.0,55.0
2023-05-31,Face Serum,IL,9,156,75.0,90.0,55.0
2023-05-31,Cleanser,CA,19,278,25.0,35.0,18.0
2023-05-31,Cleanser,TX,21,155,25.0,35.0,18.0
2023-05-31,Cleanser,NY,16,249,25.0,35.0,18.0
2023-05-31,Cleanser,FL,19,122,25.0,35.0,18.0
2023-05-31,Cleanser,IL,22,296,25.0,35.0,18.0
2023-06-01,Sunscreen,CA,90,347,35.64,45.0,25.0
2023-06-01,Sunscreen,TX,102,261,35.64,45.0,25.0
2023-06-01,Sunscreen,NY,28,397,35.64,45.0,25.0
2023-06-01,Sunscreen,FL,124,438,35.64,45.0,25.0
2023-06-01,Sunscreen,IL,37,396,35.64,45.0,25.0
2023-06-01,Moisturizer,CA,8,305,49.95,48.0,35.0
2023-06-01,Moisturizer,TX,8,318,49.95,48.0,35.0
2023-06-01,Moisturizer,NY,17,211,49.95,48.0,35.0
2023-06-01,Moisturizer,FL,5,301,49.95,48.0,35.0
2023-06-01,Moisturizer,IL,15,188,49.95,48.0,35.0
2023-06-01,Toner,CA,14,250,30.39,40.0,20.0
2023-06-01,Toner,TX,11,185,30.39,40.0,20.0
2023-06-01,Toner,NY,17,52,30.39,40.0,20.0
2023-06-01,Toner,FL,11,249,30.39,40.0,20.0
2023-06-01,Toner,IL,13,181,30.39,40.0,20.0
2023-06-01,Face Serum,CA,12,163,75.33,90.0,55.0
2023-06-01,Face Serum,TX,10,128,75.33,90.0,55.0
2023-06-01,Face Serum,NY,13,118,75.33,90.0,55.0
2023-06-01,Face Serum,FL,9,61,75.33,90.0,55.0
2023-06-01,Face Serum,IL,10,146,75.33,90.0,55.0
2023-06-01,Cleanser,CA,18,260,25.65,35.0,18.0
2023-06-01,Cleanser,TX,23,132,25.65,35.0,18.0
2023-06-01,Cleanser,NY,22,227,25.65,35.0,18.0
2023-06-01,Cleanser,FL,16,106,25.65,35.0,18.0
2023-06-01,Cleanser,IL,25,271,25.65,35.0,18.0
2023-06-02,Sunscreen,CA,122,225,35.0,45.0,25.0
2023-06-02,Sunscreen,TX,101,160,35.0,45.0,25.0
2023-06-02,Sunscreen,NY,42,355,35.0,45.0,25.0
2023-06-02,Sunscreen,FL,127,311,35.0,45.0,25.0
2023-06-02,Sunscreen,IL,37,359,35.0,45.0,25.0
2023-06-02,Moisturizer,CA,16,289,50.0,60.0,35.0
2023-06-02,Moisturizer,TX,10,308,50.0,60.0,35.0
2023-06-02,Moisturizer,NY,20,191,50.0,60.0,35.0
2023-06-02,Moisturizer,FL,11,290,50.0,60.0,35.0
2023-06-02,Moisturizer,IL,23,165,50.0,60.0,35.0
2023-06-02,Toner,CA,15,235,30.0,40.0,20.0
2023-06-02,Toner,TX,12,173,30.0,40.0,20.0
2023-06-02,Toner,NY,15,237,30.0,40.0,20.0
2023-06-02,Toner,FL,12,237,30.0,40.0,20.0
2023-06-02,Toner,IL,16,165,30.0,40.0,20.0
2023-06-02,Face Serum,CA,15,148,75.0,90.0,55.0
2023-06-02,Face Serum,TX,10,118,75.0,90.0,55.0
2023-06-02,Face Serum,NY,17,101,75.0,90.0,55.0
2023-06-02,Face Serum,FL,10,51,75.0,90.0,55.0
2023-06-02,Face Serum,IL,11,135,75.0,90.0,55.0
2023-06-02,Cleanser,CA,21,239,25.0,35.0,18.0
2023-06-02,Cleanser,TX,25,107,25.0,35.0,18.0
2023-06-02,Cleanser,NY,22,205,25.0,35.0,18.0
2023-06-02,Cleanser,FL,20,86,25.0,35.0,18.0
2023-06-02,Cleanser,IL,24,247,25.0,35.0,18.0
2023-06-03,Sunscreen,CA,117,108,35.0,45.0,25.0
2023-06-03,Sunscreen,TX,122,438,35.0,45.0,25.0
2023-06-03,Sunscreen,NY,48,307,35.0,45.0,25.0
2023-06-03,Sunscreen,FL,140,171,35.0,45.0,25.0
2023-06-03,Sunscreen,IL,43,316,35.0,45.0,25.0
2023-06-03,Moisturizer,CA,18,271,50.0,60.0,35.0
2023-06-03,Moisturizer,TX,13,295,50.0,60.0,35.0
2023-06-03,Moisturizer,NY,31,160,50.0,60.0,35.0
2023-06-03,Moisturizer,FL,12,278,50.0,60.0,35.0
2023-06-03,Moisturizer,IL,31,134,50.0,60.0,35.0
2023-06-03,Toner,CA,18,217,30.0,40.0,20.0
2023-06-03,Toner,TX,16,157,30.0,40.0,20.0
2023-06-03,Toner,NY,22,215,30.0,40.0,20.0
2023-06-03,Toner,FL,14,223,30.0,40.0,20.0
2023-06-03,Toner,IL,20,145,30.0,40.0,20.0
2023-06-03,Face Serum,CA,17,131,75.0,90.0,55.0
2023-06-03,Face Serum,TX,14,104,75.0,90.0,55.0
2023-06-03,Face Serum,NY,17,84,75.0,90.0,55.0
2023-06-03,Face Serum,FL,10,41,75.0,90.0,55.0
2023-06-03,Face Serum,IL,16,119,75.0,90.0,55.0
2023-06-03,Cleanser,CA,23,216,25.0,35.0,18.0
2023-06-03,Cleanser,TX,27,80,25.0,35.0,18.0
2023-06-03,Cleanser,NY,21,184,25.0,35.0,18.0
2023-06-03,Cleanser,FL,24,62,25.0,35.0,18.0
2023-06-03,Cleanser,IL,31,216,25.0,35.0,18.0
2023-06-04,Sunscreen,CA,99,409,35.0,45.0,25.0
2023-06-04,Sunscreen,TX,109,329,35.0,45.0,25.0
2023-06-04,Sunscreen,NY,43,264,35.0,45.0,25.0
2023-06-04,Sunscreen,FL,166,405,35.0,45.0,25.0
2023-06-04,Sunscreen,IL,37,279,35.0,45.0,25.0
2023-06-04,Moisturizer,CA,16,255,50.0,60.0,35.0
2023-06-04,Moisturizer,TX,13,282,50.0,60.0,35.0
2023-06-04,Moisturizer,NY,29,131,50.0,60.0,35.0
2023-06-04,Moisturizer,FL,10,268,50.0,60.0,35.0
2023-06-04,Moisturizer,IL,27,107,50.0,60.0,35.0
2023-06-04,Toner,CA,17,200,30.0,40.0,20.0
2023-06-04,Toner,TX,12,145,30.0,40.0,20.0
2023-06-04,Toner,NY,20,195,30.0,40.0,20.0
2023-06-04,Toner,FL,15,208,30.0,40.0,20.0
2023-06-04,Toner,IL,18,127,30.0,40.0,20.0
2023-06-04,Face Serum,CA,15,116,75.0,90.0,55.0
2023-06-04,Face Serum,TX,13,91,75.0,90.0,55.0
2023-06-04,Face Serum,NY,19,65,75.0,90.0,55.0
2023-06-04,Face Serum,FL,12,179,75.0,90.0,55.0
2023-06-04,Face Serum,IL,13,106,75.0,90.0,55.0
2023-06-04,Cleanser,CA,23,193,25.0,35.0,18.0
2023-06-04,Cleanser,TX,23,307,25.0,35.0,18.0
2023-06-04,Cleanser,NY,25,159,25.0,35.0,18.0
2023-06-04,Cleanser,FL,19,293,25.0,35.0,18.0
2023-06-04,Cleanser,IL,27,189,25.0,35.0,18.0
2023-06-05,Sunscreen,CA,61,348,35.0,45.0,25.0
2023-06-05,Sunscreen,TX,81,248,35.0,45.0,25.0
2023-06-05,Sunscreen,NY,32,232,35.0,45.0,25.0
2023-06-05,Sunscreen,FL,109,296,35.0,45.0,25.0
2023-06-05,Sunscreen,IL,30,249,35.0,45.0,25.0
2023-06-05,Moisturizer,CA,14,241,50.0,60.0,35.0
2023-06-05,Moisturizer,TX,9,273,50.0,60.0,35.0
2023-06-05,Moisturizer,NY,21,110,50.0,60.0,35.0
2023-06-05,Moisturizer,FL,10,258,50.0,60.0,35.0
2023-06-05,Moisturizer,IL,24,83,50.0,60.0,35.0
2023-06-05,Toner,CA,12,188,30.0,40.0,20.0
2023-06-05,Toner,TX,11,134,30.0,40.0,20.0
2023-06-05,Toner,NY,13,182,30.0,40.0,20.0
2023-06-05,Toner,FL,10,198,30.0,40.0,20.0
2023-06-05,Toner,IL,11,116,30.0,40.0,20.0
2023-06-05,Face Serum,CA,10,106,75.0,90.0,55.0
2023-06-05,Face Serum,TX,7,84,75.0,90.0,55.0
2023-06-05,Face Serum,NY,11,54,75.0,90.0,55.0
2023-06-05,Face Serum,FL,8,171,75.0,90.0,55.0
2023-06-05,Face Serum,IL,10,96,75.0,90.0,55.0
2023-06-05,Cleanser,CA,16,177,25.0,35.0,18.0
2023-06-05,Cleanser,TX,19,288,25.0,35.0,18.0
2023-06-05,Cleanser,NY,14,145,25.0,35.0,18.0
2023-06-05,Cleanser,FL,15,278,25.0,35.0,18.0
2023-06-05,Cleanser,IL,19,170,25.0,35.0,18.0
2023-06-06,Sunscreen,CA,87,261,35.0,45.0,25.0
2023-06-06,Sunscreen,TX,87,161,35.0,45.0,25.0
2023-06-06,Sunscreen,NY,33,199,35.0,45.0,25.0
2023-06-06,Sunscreen,FL,97,199,35.0,45.0,25.0
2023-06-06,Sunscreen,IL,24,225,35.0,45.0,25.0
2023-06-06,Moisturizer,CA,12,229,50.0,60.0,35.0
2023-06-06,Moisturizer,TX,10,263,50.0,60.0,35.0
2023-06-06,Moisturizer,NY,20,90,50.0,60.0,35.0
2023-06-06,Moisturizer,FL,8,250,50.0,60.0,35.0
2023-06-06,Moisturizer,IL,23,360,50.0,60.0,35.0
2023-06-06,Toner,CA,12,176,30.0,40.0,20.0
2023-06-06,Toner,TX,13,121,30.0,40.0,20.0
2023-06-06,Toner,NY,15,167,30.0,40.0,20.0
2023-06-06,Toner,FL,8,190,30.0,40.0,20.0
2023-06-06,Toner,IL,12,104,30.0,40.0,20.0
2023-06-06,Face Serum,CA,11,95,75.0,90.0,55.0
2023-06-06,Face Serum,TX,8,76,75.0,90.0,55.0
2023-06-06,Face Serum,NY,9,45,75.0,90.0,55.0
2023-06-06,Face Serum,FL,9,162,75.0,90.0,55.0
2023-06-06,Face Serum,IL,11,85,75.0,90.0,55.0
2023-06-06,Cleanser,CA,18,159,25.0,35.0,18.0
2023-06-06,Cleanser,TX,19,269,25.0,35.0,18.0
2023-06-06,Cleanser,NY,19,126,25.0,35.0,18.0
2023-06-06,Cleanser,FL,16,262,25.0,35.0,18.0
2023-06-06,Cleanser,IL,22,148,25.0,35.0,18.0
2023-06-07,Sunscreen,CA,88,173,35.0,45.0,25.19
2023-06-07,Sunscreen,TX,84,477,35.0,45.0,25.19
2023-06-07,Sunscreen,NY,39,160,35.0,45.0,25.19
2023-06-07,Sunscreen,FL,120,479,35.0,45.0,25.19
2023-06-07,Sunscreen,IL,31,194,35.0,45.0,25.19
2023-06-07,Moisturizer,CA,13,216,50.0,60.0,35.05
2023-06-07,Moisturizer,TX,12,251,50.0,60.0,35.05
2023-06-07,Moisturizer,NY,23,367,50.0,60.0,35.05
2023-06-07,Moisturizer,FL,10,240,50.0,60.0,35.05
2023-06-07,Moisturizer,IL,25,335,50.0,60.0,35.05
2023-06-07,Toner,CA,13,163,30.0,40.0,20.02
2023-06-07,Toner,TX,11,110,30.0,40.0,20.02
2023-06-07,Toner,NY,18,149,30.0,40.0,20.02
2023-06-07,Toner,FL,11,179,30.0,40.0,20.02
2023-06-07,Toner,IL,15,89,30.0,40.0,20.02
2023-06-07,Face Serum,CA,12,83,75.0,90.0,55.36
2023-06-07,Face Serum,TX,9,67,75.0,90.0,55.36
2023-06-07,Face Serum,NY,11,184,75.0,90.0,55.36
2023-06-07,Face Serum,FL,9,153,75.0,90.0,55.36
2023-06-07,Face Serum,IL,10,75,75.0,90.0,55.36
2023-06-07,Cleanser,CA,18,141,25.0,35.0,17.87
2023-06-07,Cleanser,TX,18,251,25.0,35.0,17.87
2023-06-07,Cleanser,NY,21,105,25.0,35.0,17.87
2023-06-07,Cleanser,FL,19,243,25.0,35.0,17.87
2023-06-07,Cleanser,IL,20,128,25.0,35.0,17.87
2023-06-08,Sunscreen,CA,122,451,35.0,45.0,25.0
2023-06-08,Sunscreen,TX,98,379,35.0,45.0,25.0
2023-06-08,Sunscreen,NY,32,128,35.0,45.0,25.0
2023-06-08,Sunscreen,FL,123,356,35.0,45.0,25.0
2023-06-08,Sunscreen,IL,37,157,35.0,45.0,25.0
2023-06-08,Moisturizer,CA,16,200,50.0,60.0,35.0
2023-06-08,Moisturizer,TX,12,239,50.0,60.0,35.0
2023-06-08,Moisturizer,NY,24,343,50.0,60.0,35.0
2023-06-08,Moisturizer,FL,9,231,50.0,60.0,35.0
2023-06-08,Moisturizer,IL,24,311,50.0,60.0,35.0
2023-06-08,Toner,CA,12,151,30.0,40.0,20.0
2023-06-08,Toner,TX,10,100,30.0,40.0,20.0
2023-06-08,Toner,NY,17,132,30.0,40.0,20.0
2023-06-08,Toner,FL,11,168,30.0,40.0,20.0
2023-06-08,Toner,IL,11,78,30.0,40.0,20.0
2023-06-08,Face Serum,CA,12,71,75.0,90.0,55.0
2023-06-08,Face Serum,TX,11,56,75.0,90.0,55.0
2023-06-08,Face Serum,NY,12,172,75.0,90.0,55.0
2023-06-08,Face Serum,FL,8,145,75.0,90.0,55.0
2023-06-08,Face Serum,IL,11,64,75.0,90.0,55.0
2023-06-08,Cleanser,CA,14,127,25.0,35.0,18.0
2023-06-08,Cleanser,TX,21,230,25.0,35.0,18.0
2023-06-08,Cleanser,NY,21,84,25.0,35.0,18.0
2023-06-08,Cleanser,FL,18,225,25.0,35.0,18.0
2023-06-08,Cleanser,IL,21,107,25.0,35.0,18.0
2023-06-09,Sunscreen,CA,94,357,35.0,45.0,25.0
2023-06-09,Sunscreen,TX,80,299,35.0,45.0,25.0
2023-06-09,Sunscreen,NY,39,489,35.0,45.0,25.0
2023-06-09,Sunscreen,FL,132,224,35.0,45.0,25.0
2023-06-09,Sunscreen,IL,44,113,35.0,45.0,25.0
2023-06-09,Moisturizer,CA,15,185,50.0,60.0,35.0
2023-06-09,Moisturizer,TX,14,225,50.0,60.0,35.0
2023-06-09,Moisturizer,NY,21,322,50.0,60.0,35.0
2023-06-09,Moisturizer,FL,8,223,50.0,60.0,35.0
2023-06-09,Moisturizer,IL,32,279,50.0,60.0,35.0
2023-06-09,Toner,CA,13,138,30.0,40.0,20.0
2023-06-09,Toner,TX,14,86,30.0,40.0,20.0
2023-06-09,Toner,NY,17,115,30.0,40.0,20.0
2023-06-09,Toner,FL,13,155,30.0,40.0,20.0
2023-06-09,Toner,IL,17,61,30.0,40.0,20.0
2023-06-09,Face Serum,CA,13,58,75.0,90.0,55.0
2023-06-09,Face Serum,TX,11,45,75.0,90.0,55.0
2023-06-09,Face Serum,NY,16,156,75.0,90.0,55.0
2023-06-09,Face Serum,FL,9,136,75.0,90.0,55.0
2023-06-09,Face Serum,IL,13,51,75.0,90.0,55.0
2023-06-09,Cleanser,CA,18,109,25.0,35.0,18.0
2023-06-09,Cleanser,TX,24,206,25.0,35.0,18.0
2023-06-09,Cleanser,NY,23,61,25.0,35.0,18.0
2023-06-09,Cleanser,FL,16,209,25.0,35.0,18.0
2023-06-09,Cleanser,IL,29,78,25.0,35.0,18.0
2023-06-10,Sunscreen,CA,133,224,35.0,45.0,25.0
2023-06-10,Sunscreen,TX,150,149,35.0,45.0,25.0
2023-06-10,Sunscreen,NY,59,430,35.0,45.0,25.0
2023-06-10,Sunscreen,FL,141,483,35.0,45.0,25.0
2023-06-10,Sunscreen,IL,50,463,35.0,45.0,25.0
2023-06-10,Moisturizer,CA,19,166,50.0,60.0,35.0
2023-06-10,Moisturizer,TX,16,209,50.0,60.0,35.0
2023-06-10,Moisturizer,NY,23,299,50.0,60.0,35.0
2023-06-10,Moisturizer,FL,10,213,50.0,60.0,35.0
2023-06-10,Moisturizer,IL,32,247,50.0,60.0,35.0
2023-06-10,Toner,CA,16,122,30.0,40.0,20.0
2023-06-10,Toner,TX,16,70,30.0,40.0,20.0
2023-06-10,Toner,NY,23,92,30.0,40.0,20.0
2023-06-10,Toner,FL,15,140,30.0,40.0,20.0
2023-06-10,Toner,IL,17,244,30.0,40.0,20.0
2023-06-10,Face Serum,CA,16,42,75.0,90.0,55.0
2023-06-10,Face Serum,TX,11,184,75.0,90.0,55.0
2023-06-10,Face Serum,NY,15,141,75.0,90.0,55.0
2023-06-10,Face Serum,FL,12,124,75.0,90.0,55.0
2023-06-10,Face Serum,IL,13,188,75.0,90.0,55.0
2023-06-10,Cleanser,CA,22,87,25.0,35.0,18.0
2023-06-10,Cleanser,TX,31,175,25.0,35.0,18.0
2023-06-10,Cleanser,NY,27,284,25.0,35.0,18.0
2023-06-10,Cleanser,FL,22,187,25.0,35.0,18.0
2023-06-10,Cleanser,IL,25,303,25.0,35.0,18.0
2023-06-11,Sunscreen,CA,109,115,35.0,45.0,25.0
2023-06-11,Sunscreen,TX,125,424,35.0,45.0,25.0
2023-06-11,Sunscreen,NY,50,380,35.0,45.0,25.0
